RW (nm),Lc (um),G (nm),W (nm),PeakOrNoPeak
895,44,150,575,1
895,44,150,600,0
895,44,150,625,1
895,44,150,650,0
895,44,200,550,0
895,44,200,575,1
895,44,200,600,0
895,44,200,625,1
895,44,200,650,0
895,44,250,550,0
895,44,250,575,0
895,44,250,600,0
895,44,250,625,1
895,44,250,650,0
895,44,300,550,1
895,44,300,575,0
895,44,300,600,0
895,44,300,625,1
895,44,300,650,0
895,45,100,550,0
895,45,100,575,1
895,45,100,600,0
895,45,100,625,0
895,45,100,650,1
895,45,150,550,0
895,45,150,575,1
895,45,150,600,0
895,45,150,625,1
895,45,150,650,0
895,45,200,550,0
895,45,200,575,1
895,45,200,600,0
895,45,200,625,1
895,45,200,650,0
895,45,250,550,0
895,45,250,575,1
895,45,250,600,0
895,45,250,625,1
895,45,250,650,0
895,45,300,550,0
895,45,300,575,0
895,45,300,600,0
895,45,300,625,1
895,45,300,650,0
895,46,100,550,0
895,46,100,575,1
895,46,100,600,0
895,46,100,625,0
895,46,100,650,1
895,46,150,550,0
895,46,150,575,1
895,46,150,600,0
895,46,150,625,0
895,46,150,650,0
895,46,200,550,0
895,46,200,575,1
895,46,200,600,0
895,46,200,625,1
895,46,200,650,0
895,46,250,550,0
895,46,250,575,1
895,46,250,600,0
895,46,250,625,1
895,46,250,650,0
895,46,300,550,0
895,46,300,575,1
895,46,300,600,0
895,46,300,625,1
895,46,300,650,0
895,47,100,550,1
895,47,100,575,0
895,47,100,600,0
895,47,100,625,0
895,47,100,650,1
895,47,150,550,0
895,47,150,575,1
895,47,150,600,0
895,47,150,625,0
895,47,150,650,1
895,47,200,550,0
895,47,200,575,1
895,47,200,600,0
895,47,200,625,1
895,47,200,650,0
895,47,250,550,0
895,47,250,575,1
895,47,250,600,0
895,47,250,625,1
895,47,250,650,0
895,47,300,550,0
895,47,300,575,1
895,47,300,600,0
895,47,300,625,1
895,47,300,650,0
895,48,100,550,1
895,48,100,575,0
895,48,100,600,1
895,48,100,625,0
895,48,100,650,1
895,48,150,550,0
895,48,150,575,1
895,48,150,600,0
895,48,150,625,0
895,48,150,650,1
895,48,200,550,0
895,48,200,575,1
895,48,200,600,0
895,48,200,625,0
895,48,200,650,0
895,48,250,550,0
895,48,250,575,1
895,48,250,600,0
895,48,250,625,1
895,48,250,650,0
895,48,300,550,0
895,48,300,575,1
895,48,300,600,0
895,48,300,625,1
895,48,300,650,0
895,49,100,550,1
895,49,100,575,0
895,49,100,600,1
895,49,100,625,0
895,49,100,650,1
895,49,150,550,1
895,49,150,575,0
895,49,150,600,0
895,49,150,625,0
895,49,150,650,1
895,49,200,550,0
895,49,200,575,1
895,49,200,600,0
895,49,200,625,0
895,49,200,650,1
895,49,250,550,0
895,49,250,575,1
895,49,250,600,0
895,49,250,625,1
895,49,250,650,0
895,49,300,550,0
895,49,300,575,1
895,49,300,600,0
895,49,300,625,1
895,49,300,650,0
895,50,100,550,1
895,50,100,575,0
895,50,100,600,1
895,50,100,625,0
895,50,100,650,1
895,50,150,550,1
895,50,150,575,0
895,50,150,600,1
895,50,150,625,0
895,50,150,650,1
895,50,200,550,1
895,50,200,575,1
895,50,200,600,0
895,50,200,625,0
895,50,200,650,1
895,50,250,550,0
895,50,250,575,1
895,50,250,600,0
895,50,250,625,1
895,50,250,650,0
895,50,300,550,0
895,50,300,575,1
895,50,300,600,0
895,50,300,625,1
895,50,300,650,0
